Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
8/27/2006,6:07,"Kandahar, Afghanistan",31.6167,65.7167,Comair,5191,"Lexington, KY - Atlanta, GA",Canadair CRJ-200ER,N431CA,7472,50,49,0,"The jet commuter was the third of three airplanes to take off that morning. The previous two planes took off from Runway 22 without any problems. The flightcrew was cleard to taxi to Runway 22 and subsequently cleared for takeoff. However, flight 5191 used Runway 26, which is about half the length of Runway 22. The plane accelerated to 137 knots befoe it ran off the end of the runway, ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames. The takeoff sequence took about 36 seconds.  The aircraft was still on the ground as the plane ran off the runway.The plane came to rest about 1,800 feet past the runway. It was dark with light rain at the time of the accident. The copilot was at the controls but it was the captain who taxied the plane into position for take off. The copilot was the lone survivor. The flight crew's failure to use available cues and aids to identify the airplane's location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff. Contributing to this accident were the flight crew's nonpertinent conversation during taxi, which resulted in loss of positional awareness and the Federal Aviation Administration's failure to require that all runway crossings be authorized only by specifiair trafficontrol clearances."
9/1/2006,13:45,"Sao Felix do Araguaia , Brazil",-11.6169,-50.6689,Iran Air Tours,,Bandar Abbas - Mashad,Tupolev Tu-154M,EP-MCF,88A788,148,29,0,The plane crashed while attempting to land. The plane's left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire.
9/2/2006,16:30,"Abuja, Nigeria",9.0667,7.4833,Military - Royal Air Force,,,British Aerospace Nimrod MR-2,XV-230,8005,14,14,0,The NATO supporting aircraft crashed 12 miles west of Kandahar after the crew reported technical problems. The accident was most likely caused by an ignited fuel leak.
9/11/2006,17:30,"Port Heiden, Alaska",56.9575,-158.6406,Military - Russian Army,,Gizel - Khankala,Mi-8 helicopter,,,15,12,0,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter."
9/29/2006,15:59,"Dizangue, Cameroon",3.7667,9.9833,Gol Airlines / Private,1907,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161,154,0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members were not injured. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air trafficontrol to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off."
10/29/2006,11:30,"Milwaukee, Wisconson",43.0500,-87.9500,ADC Airlines,53,Lagos - Abuja - Sokoto,Boeing 737-2B7,5N-BFK,22891/998,105,96,0,The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja. The pilot did not heed air trafficontrollers' advice to not depart in stormy weather.
11/27/2006,7:20,"Kamina, Congo",-8.7321,24.9938,Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Shiraz,Antonov 74T-200,15-2255,470991045/2010,38,38,0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital."
12/14/2006,18:32,"Shinile, Ethiopia",9.6670,41.8330,PenAir,,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,N8361Q,32-8106055,2,2,0,"The charter crashed in hilly terrain about 18 northeast of Port Heiden. The weather at the time of the crash was mostly cloudy with winds gusting to 29 mph and 6 miles visibility. The pilot's failure to maintain control of the airplane during cruise flight, which resulted in an uncontrolled descent, and an in-flight collision with snow-covered terrain. Contributing to the accident were the pilot's spatial disorientation, and dark night conditions."
12/16/2006,3:54,"Ruidoso, New Mexico",33.3322,-105.6749,Air Charter - Tanzanian Air Services,,Mbeya - Dar es Salaam,Cessna 310R,5H-TZA ,310R-1333,6,3,0,"The pilot chose to initiate his take off from about 200 metres beyond the threshold of Runway 31 because he was not certain of the condition of the runway behind that position. He chose to apply full power on brakes and leaned the mixtures before initiating the take off roll. As the aircraft rolled for take off the pilot reported to have felt acceleration/deceleration effects caused by undulations and wetness of the runway. The target rotation speed was 105kt. However, the pilot had to rotate at around 96kt when it became imminent that the remaining runway length was not enough to stop the aircraft. Shortly after take off the pilot felt a complete lack of acceleration and had to lower the nose in order to increase airspeed. As he did so, the aircraft collided with a roof of a house located about 500 metres beyond the threshold of Runway 13. The aircraft subsequently collided with 3 more houses and an electripole with live cables and broke up."
1/1/2007,14:07,"Cubarral, Colombia",3.7919,-73.8413,Adam Air,574,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,24070,102,102,0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down."
1/5/2007,12:02,"Isparta, Turkey",37.7647,30.5567,DJB Air Charter,,Dar es Salaam - Matabwe,Piper PA-31-310,5H-MUX,31-627,10,1,0,"The pilot attempted to land using full flaps and touched down about halfway down the runway. He aborted the landing and applied power to take off. The aircraft struck trees beyond the end of the runway. The airport  is served by a 2,300 foot runway with a significant downslope on one end. The runway had been exposed to recent heavy rain."
1/9/2007,12:00,"Rumbek, Sudan",6.8058,29.6761,Moldovan Aeriantur-M Air Cargo,,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35,34,0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers."
1/10/2007,23:15,"Chelyabinsk, Russia",55.1547,61.3758,Ameristar Jet Charter,,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,2,2,0,"The cargo plane crashed and burst into flames in a rural hilly area about 15 miles from Miguel Hidalgo Airport, Guadalajara, Mexico."
1/20/2007,,"Malakal, Sudan",9.5500,31.6500,Military - US Army,,,Sikorsky UH-60L Black Hawk,,,12,12,0,The helicopter crashed northeast of Baghdad.
1/25/2007,11:15,"Khartoum, Sudan",15.5974,32.5347,Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG ,11362,54,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field."
2/7/2007,4:01,"Junction City, California",40.7436,-123.0586,Metro Aviation,,Great Falls - Bozeman,Beechcraft Super King Air B200,N45MF,BB-234,3,3,0,Crashed under unknown circumstances 15 miles north of Bozeman while attempting to land. The aircraft was on a positioning flight. The pilot's failure to maintain an adequate altitude and descent rate during a night visual approach. Dark night conditions and mountainous terrain are factors in the accident.
3/11/2007,23:20,"Bukavu, Congo",-2.5000,28.8667,Inter-Island,,,MDonnell Douglas 369FF Rotocraft,N911VC,0049FF,5,1,0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field.The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation."
3/14/2007,,"Wamena, Indonesia",-4.2703,138.7461,,,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,,4,4,0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field."
3/17/2007,11:40,"El Alto de Rubio, Venezuela",-16.5167,-68.1667,UTAir Airlines,471,Surgut - Samara,Tupelov 134AK,RA-65021,48390,57,6,0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The controllers' failure to warn the crew of worsening weather and the crew's erroneous decision to land despite poor visibility."
3/23/2007,17:00,"Madiun, Indonesia",-7.5946,111.5449,Transaviaexport Airlines,,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849 ,1013405192,11,11,0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu."
4/25/2007,14:05,"Isiro, DemocratiRepubliCongo",2.7574,27.6262,Air Services,,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,484,5,3,0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.
4/27/2007,11:34,"Port Hope Simpson, Newfoundland, Canada",52.5333,-56.3000,Military - Russian,,,Mi 8,,,18,18,0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.
5/5/2007,,"Dizangue, Cameroon",3.7667,9.9833,Kenya Airways,507,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,35071/2079,114,114,0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old."
5/24/2007,17:45,"Milwaukee, Wisconson",43.0500,-87.9500,Military - Peruvian Air Force,,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,483,20,13,0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.
6/3/2007,20:30,"Kamina, Congo",-8.7321,24.9938,Paramount Airlilnes,,Shuttle,Mi-8,,,22,21,0,The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.
